"animal_id","current_age","datetime","age_upon_intake_1","found_location","intake_type","intake_condition","animal_type","neutered","sex","breed","color","adopted","outcome_subtype","outcome_type","datetime_left","date_of_birth","age_upon_outcome_1"
"A667317",10.0,11/16/13 10:26 AM,0.0,"Tlac/Apa in Austin (TX)","Public Assist","Normal","Dog","Intact","Male","Border Collie/Labrador Retriever","Black/White","true",,"Adoption",11/20/13 6:42 PM,"2013-09-05",0.0
"A667318",10.0,11/16/13 10:26 AM,0.0,"Tlac/Apa in Austin (TX)","Public Assist","Normal","Dog","Intact","Female","Border Collie/Labrador Retriever","Brown/White","true",,"Adoption",11/25/13 12:27 PM,"2013-09-05",0.0
"A667319",12.0,11/16/13 10:40 AM,2.0,"Lightsey And Del Courta in Austin (TX)","Stray","Normal","Dog","Intact","Female","Pit Bull Mix","Orange","false",,"Return to Owner",11/16/13 12:43 PM,"2011-11-16",2.0
"A667320",10.0,11/16/13 10:54 AM,0.0,"1601 Royal Crest in Austin (TX)","Stray","Injured","Cat","Intact","Male","Domestic Shorthair Mix","Brown Tabby/White","true",,"Adoption",12/9/13 12:45 PM,"2013-07-16",0.0
"A667321",10.0,11/16/13 11:00 AM,0.0,"411 Bastrop Hwy in Austin (TX)","Stray","Sick","Other",,,"Fox Mix","Gray/Orange","false","Rabies Risk","Euthanasia",11/16/13 11:58 AM,"2013-04-16",0.0
"A667322",10.0,11/16/13 11:07 AM,0.0,"12101 Grey Fawn Path in Austin (TX)","Stray","Normal","Cat","Intact","Male","Domestic Shorthair Mix","Black","false","Partner","Transfer",11/22/13 11:51 AM,"2013-10-04",0.0
"A667323",10.0,11/16/13 11:07 AM,0.0,"12101 Grey Fawn Path in Austin (TX)","Stray","Normal","Cat","Intact","Female","Domestic Shorthair Mix","Black","false","Partner","Transfer",11/22/13 11:51 AM,"2013-10-04",0.0
"A667324",10.0,11/16/13 11:07 AM,0.0,"12101 Grey Fawn Path in Austin (TX)","Stray","Normal","Cat","Intact","Female","Domestic Shorthair Mix","Black","false","Partner","Transfer",11/22/13 11:52 AM,"2013-10-04",0.0
"A667325",10.0,11/16/13 11:20 AM,0.0,"4915 Yagar Ln in Austin (TX)","Stray","Normal","Cat","Intact","Female","Domestic Shorthair Mix","Black","false","SCRP","Transfer",11/22/13 5:16 PM,"2013-09-05",0.0
"A667326",10.0,11/16/13 11:40 AM,0.0,"Georgian And Powell in Austin (TX)","Stray","Normal","Dog","Intact","Female","Pit Bull Mix","Black/White","false",,"Return to Owner",11/21/13 5:56 PM,"2012-10-20",0.0
"A667327",23.0,11/16/13 11:56 AM,13.0,"100 North Lamar Blvd in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Maltese Mix","White","false",,"Return to Owner",11/16/13 1:31 PM,"2000-11-16",13.0
"A667328",10.0,11/16/13 12:00 PM,0.0,"Austin (TX)","Owner Surrender","Normal","Cat","Intact","Male","Domestic Shorthair Mix","Orange Tabby/White","true",,"Adoption",12/1/13 5:25 PM,"2013-07-01",0.0
"A667329",10.0,11/16/13 12:00 PM,0.0,"Austin (TX)","Owner Surrender","Normal","Cat","Intact","Male","Domestic Shorthair Mix","Orange Tabby/White","true",,"Adoption",11/21/13 1:34 PM,"2013-07-01",0.0
"A667330",10.0,11/16/13 12:00 PM,0.0,"Austin (TX)","Owner Surrender","Normal","Cat","Intact","Male","Domestic Shorthair Mix","Orange Tabby","true",,"Adoption",12/1/13 12:45 PM,"2013-07-01",0.0
"A667331",10.0,11/16/13 12:12 PM,0.0,"Austin (TX)","Owner Surrender","Normal","Cat","Intact","Female","Domestic Shorthair Mix","Calico/Brown Tabby","true",,"Adoption",11/18/13 2:14 PM,"2013-07-01",0.0
"A667331",10.0,11/16/13 12:12 PM,0.0,"Austin (TX)","Owner Surrender","Normal","Cat","Intact","Female","Domestic Shorthair Mix","Calico/Brown Tabby","true",,"Adoption",12/7/13 2:13 PM,"2013-07-01",0.0
"A667331",10.0,12/5/13 4:16 PM,0.0,"Austin (TX)","Owner Surrender","Normal","Cat","Neutered","Female","Domestic Shorthair Mix","Calico/Brown Tabby","true",,"Adoption",11/18/13 2:14 PM,"2013-07-01",0.0
"A667331",10.0,12/5/13 4:16 PM,0.0,"Austin (TX)","Owner Surrender","Normal","Cat","Neutered","Female","Domestic Shorthair Mix","Calico/Brown Tabby","true",,"Adoption",12/7/13 2:13 PM,"2013-07-01",0.0
"A667332",12.0,11/16/13 12:07 PM,2.0,"809 North Weston Lane in Austin (TX)","Stray","Normal","Cat",,,"Domestic Shorthair Mix","Brown Tabby","false","SCRP","Transfer",11/18/13 3:36 PM,"2011-11-16",2.0
"A667333",10.0,11/16/13 12:21 PM,0.0,"600 Calles St in Austin (TX)","Stray","Normal","Dog","Intact","Female","Doberman Pinsch Mix","Chocolate/Tan","false",,"Return to Owner",12/21/13 5:44 PM,"2013-02-19",0.0
"A667333",10.0,11/16/13 12:21 PM,0.0,"600 Calles St in Austin (TX)","Stray","Normal","Dog","Intact","Female","Doberman Pinsch Mix","Chocolate/Tan","false",,"Return to Owner",11/16/13 5:58 PM,"2013-02-19",0.0
"A667333",10.0,12/19/13 12:15 PM,0.0,"2500 E. 4Th in Austin (TX)","Stray","Normal","Dog","Intact","Female","Doberman Pinsch Mix","Chocolate/Tan","false",,"Return to Owner",12/21/13 5:44 PM,"2013-02-19",0.0
"A667333",10.0,12/19/13 12:15 PM,0.0,"2500 E. 4Th in Austin (TX)","Stray","Normal","Dog","Intact","Female","Doberman Pinsch Mix","Chocolate/Tan","false",,"Return to Owner",11/16/13 5:58 PM,"2013-02-19",0.0
"A667335",10.0,11/16/13 12:29 PM,0.0,"Western Sky Blvd And Crestwind Cv in Austin (TX)","Stray","Normal","Cat","Intact","Female","Domestic Shorthair Mix","Brown Tabby","false","SCRP","Transfer",11/18/13 3:37 PM,"2013-01-16",0.0
"A667336",12.0,11/16/13 12:37 PM,2.0,"Mckinny Falls And Burleson in Austin (TX)","Stray","Normal","Dog","Intact","Female","Chihuahua Shorthair Mix","White/Brown","true",,"Adoption",12/4/13 12:04 PM,"2011-11-16",2.0
"A667337",10.0,11/16/13 12:37 PM,0.0,"Austin (TX)","Owner Surrender","Normal","Cat","Intact","Female","Domestic Shorthair Mix","Tortie/White","false","Partner","Transfer",12/2/13 4:16 PM,"2013-09-16",0.0
"A667338",10.0,11/16/13 12:37 PM,0.0,"Austin (TX)","Owner Surrender","Normal","Cat","Intact","Female","Domestic Shorthair Mix","Tortie/White","false","Partner","Transfer",12/2/13 4:17 PM,"2013-09-16",0.0
"A667339",12.0,11/16/13 12:53 PM,2.0,"600 Calles St in Austin (TX)","Stray","Normal","Dog","Intact","Male","Doberman Pinsch Mix","Blue/Tan","false",,"Return to Owner",12/21/13 5:44 PM,"2010-12-19",3.0
"A667339",12.0,11/16/13 12:53 PM,2.0,"600 Calles St in Austin (TX)","Stray","Normal","Dog","Intact","Male","Doberman Pinsch Mix","Blue/Tan","false",,"Return to Owner",11/16/13 5:59 PM,"2010-12-19",2.0
"A667339",12.0,11/16/13 12:53 PM,2.0,"600 Calles St in Austin (TX)","Stray","Normal","Dog","Intact","Male","Doberman Pinsch Mix","Blue/Tan","false",,"Return to Owner",3/2/16 7:15 PM,"2010-12-19",5.0
"A667339",12.0,3/2/16 5:36 PM,5.0,"3227 E 5Th St in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Doberman Pinsch Mix","Blue/Tan","false",,"Return to Owner",12/21/13 5:44 PM,"2010-12-19",3.0
"A667339",12.0,3/2/16 5:36 PM,5.0,"3227 E 5Th St in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Doberman Pinsch Mix","Blue/Tan","false",,"Return to Owner",11/16/13 5:59 PM,"2010-12-19",2.0
"A667339",12.0,3/2/16 5:36 PM,5.0,"3227 E 5Th St in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Doberman Pinsch Mix","Blue/Tan","false",,"Return to Owner",3/2/16 7:15 PM,"2010-12-19",5.0
"A667339",13.0,12/19/13 12:15 PM,3.0,"2500 E. 4Th in Austin (TX)","Stray","Normal","Dog","Intact","Male","Doberman Pinsch Mix","Blue/Tan","false",,"Return to Owner",12/21/13 5:44 PM,"2010-12-19",3.0
"A667339",13.0,12/19/13 12:15 PM,3.0,"2500 E. 4Th in Austin (TX)","Stray","Normal","Dog","Intact","Male","Doberman Pinsch Mix","Blue/Tan","false",,"Return to Owner",11/16/13 5:59 PM,"2010-12-19",2.0
"A667339",13.0,12/19/13 12:15 PM,3.0,"2500 E. 4Th in Austin (TX)","Stray","Normal","Dog","Intact","Male","Doberman Pinsch Mix","Blue/Tan","false",,"Return to Owner",3/2/16 7:15 PM,"2010-12-19",5.0
"A667341",12.0,11/16/13 1:57 PM,2.0,"W Slaughter Ln And Curlew Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Maltese/Miniature Poodle","White","false",,"Return to Owner",11/16/13 3:21 PM,"2011-11-16",2.0
"A667342",13.0,11/16/13 2:11 PM,3.0,"5905 Pecanwood in Austin (TX)","Stray","Normal","Dog","Intact","Male","Pit Bull","White/Brown","false",,"Return to Owner",11/22/13 2:36 PM,"2010-11-16",3.0
"A667344",10.0,11/16/13 2:14 PM,0.0,"59 North Dunlap Road in Austin (TX)","Stray","Normal","Cat","Intact","Female","Domestic Longhair Mix","Blue/White","true",,"Adoption",11/24/13 5:48 PM,"2013-09-17",0.0
"A667345",10.0,11/16/13 2:14 PM,0.0,"59 North Dunlap Road in Austin (TX)","Stray","Normal","Cat","Intact","Female","Domestic Longhair Mix","Black/White","true",,"Adoption",12/1/13 12:35 PM,"2013-08-25",0.0
"A667346",10.0,11/16/13 2:21 PM,0.0,"Austin (TX)","Owner Surrender","Normal","Cat","Intact","Male","Domestic Shorthair Mix","Black","true",,"Adoption",12/28/13 3:10 PM,"2012-11-16",0.0
"A667348",10.0,11/16/13 1:40 PM,0.0,"7301 Buttonbush Dr in Austin (TX)","Stray","Injured","Other",,,"Rabbit Sh Mix","Brown","false","Partner","Transfer",11/17/13 11:49 AM,"2013-10-16",0.0
"A667349",10.0,11/16/13 1:40 PM,0.0,"7301 Buttonbush Dr in Austin (TX)","Stray","Normal","Other",,,"Rabbit Sh Mix","Brown","false","Partner","Transfer",11/17/13 11:49 AM,"2013-10-16",0.0
"A667350",10.0,11/16/13 2:43 PM,0.0,"Austin (TX)","Owner Surrender","Normal","Cat","Intact","Male","Domestic Shorthair Mix","White/Brown Tabby","true",,"Adoption",11/29/13 5:46 PM,"2012-11-16",0.0
"A667351",10.0,11/16/13 1:40 PM,0.0,"7301 Buttonbush Dr in Austin (TX)","Stray","Normal","Other",,,"Rabbit Sh Mix","Brown","false","Partner","Transfer",11/17/13 11:49 AM,"2013-10-16",0.0
"A667352",10.0,11/16/13 1:40 PM,0.0,"7301 Buttonbush Dr in Austin (TX)","Stray","Normal","Other",,,"Rabbit Sh Mix","Brown","false","Partner","Transfer",11/17/13 11:49 AM,"2013-10-16",0.0
"A667353",10.0,11/16/13 2:53 PM,0.0,"7816 Paces Mill Ln in Austin (TX)","Stray","Normal","Dog","Intact","Male","Staffordshire Mix","Blue/White","false",,"Return to Owner",11/17/13 12:06 PM,"2012-12-17",0.0
"A667354",10.0,11/16/13 2:52 PM,0.0,"Berkman/Cloverleaf in Austin (TX)","Stray","Normal","Cat","Intact","Male","Domestic Shorthair Mix","Orange Tabby/White","true",,"Adoption",11/25/13 6:24 PM,"2013-09-16",0.0
"A667355",10.0,11/16/13 2:52 PM,0.0,"Berkman/Cloverleaf in Austin (TX)","Stray","Normal","Cat","Intact","Female","Maine Coon Mix","Brown Tabby/White","true",,"Adoption",4/24/14 1:01 PM,"2013-09-16",0.0
"A667355",10.0,11/16/13 2:52 PM,0.0,"Berkman/Cloverleaf in Austin (TX)","Stray","Normal","Cat","Intact","Female","Maine Coon Mix","Brown Tabby/White","true",,"Adoption",11/24/13 5:43 PM,"2013-09-16",0.0
"A667355",9.0,4/23/14 12:01 PM,0.0,"Austin (TX)","Owner Surrender","Normal","Cat","Neutered","Female","Maine Coon Mix","Brown Tabby/White","true",,"Adoption",4/24/14 1:01 PM,"2013-09-16",0.0
"A667355",9.0,4/23/14 12:01 PM,0.0,"Austin (TX)","Owner Surrender","Normal","Cat","Neutered","Female","Maine Coon Mix","Brown Tabby/White","true",,"Adoption",11/24/13 5:43 PM,"2013-09-16",0.0
"A667356",10.0,11/16/13 2:53 PM,0.0,"7816 Paces Mill Ln in Austin (TX)","Stray","Normal","Dog","Intact","Female","Staffordshire Mix","Blue/White","false",,"Return to Owner",11/17/13 12:06 PM,"2012-05-17",0.0
"A667357",12.0,11/22/13 5:31 PM,2.0,"Austin (TX)","Stray","Normal","Cat","Neutered","Female","Domestic Shorthair Mix","Brown Tabby/White","false","Partner","Transfer",12/6/13 1:42 PM,"2011-11-16",2.0
"A667357",12.0,11/22/13 5:31 PM,2.0,"Austin (TX)","Stray","Normal","Cat","Neutered","Female","Domestic Shorthair Mix","Brown Tabby/White","false","SCRP","Transfer",11/18/13 3:36 PM,"2011-11-16",2.0
"A667357",12.0,11/16/13 2:57 PM,2.0,"1301 Chestnut Ave in Austin (TX)","Stray","Normal","Cat","Neutered","Female","Domestic Shorthair Mix","Brown Tabby/White","false","Partner","Transfer",12/6/13 1:42 PM,"2011-11-16",2.0
"A667357",12.0,11/16/13 2:57 PM,2.0,"1301 Chestnut Ave in Austin (TX)","Stray","Normal","Cat","Neutered","Female","Domestic Shorthair Mix","Brown Tabby/White","false","SCRP","Transfer",11/18/13 3:36 PM,"2011-11-16",2.0
"A667358",10.0,11/16/13 3:25 PM,0.0,"Travis (TX)","Owner Surrender","Normal","Dog","Intact","Female","Labrador Retriever Mix","Black","true",,"Adoption",12/20/13 4:13 PM,"2012-10-24",0.0
"A667359",18.0,11/16/13 3:28 PM,8.0,"5908 Belfast Dr in Austin (TX)","Stray","Normal","Cat","Neutered","Male","Domestic Shorthair Mix","White/Orange Tabby","false",,"Return to Owner",11/18/13 5:31 PM,"2005-11-16",8.0
"A667361",10.0,11/16/13 3:18 PM,0.0,"18748 Imperial Eagle Ln in Travis (TX)","Stray","Normal","Dog","Intact","Male","Pit Bull Mix","Brown/White","true",,"Adoption",8/19/14 2:38 PM,"2012-11-16",0.0
"A667363",12.0,11/16/13 4:03 PM,2.0,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","German Shepherd/Labrador Retriever","Brown/Black","false","Aggressive","Euthanasia",11/21/13 9:20 AM,"2011-11-16",2.0
"A667364",10.0,11/17/13 1:24 PM,0.0,"7117 Wood Hollow Dr in Austin (TX)","Stray","Normal","Dog","Intact","Male","Dachshund Mix","Red","false","Partner","Transfer",11/23/13 11:03 AM,"2013-07-17",0.0
"A667365",10.0,11/16/13 5:36 PM,0.0,"Robert T Martinez Jr St And Holly St in Austin (TX)","Stray","Normal","Cat","Intact","Male","Domestic Shorthair Mix","White/Black","true",,"Adoption",2/1/14 4:54 PM,"2013-10-16",0.0
"A667366",13.0,11/16/13 6:06 PM,3.0,"8220 W in Travis (TX)","Stray","Normal","Dog","Neutered","Female","Chihuahua Shorthair Mix","Black/Tan","false",,"Return to Owner",11/17/13 6:28 PM,"2010-11-16",3.0
"A667372",10.0,11/16/13 7:31 PM,0.0,"2507 Willow St in Austin (TX)","Stray","Normal","Dog","Intact","Male","Labrador Retriever Mix","Brown","true",,"Adoption",12/28/13 3:43 PM,"2012-11-16",0.0
"A667374",10.0,11/16/13 8:55 PM,0.0,"S. Pleasant Valley & Quicksilver in Austin (TX)","Stray","Normal","Dog","Intact","Male","Chihuahua Shorthair Mix","Chocolate/White","false",,"Return to Owner",11/20/13 5:12 PM,"2013-01-16",0.0
"A667378",10.0,11/17/13 11:12 AM,0.0,"3801 Speedway in Austin (TX)","Stray","Normal","Cat","Neutered","Male","Bengal Mix","Brown Tabby","true",,"Adoption",1/26/14 4:41 PM,"2012-11-17",0.0
"A667379",12.0,11/17/13 11:18 AM,2.0,"Sir Thopas Trl/Canon Yeomans Trl in Austin (TX)","Stray","Normal","Dog","Intact","Male","Pit Bull Mix","Black Brindle/White","true",,"Adoption",11/30/13 1:47 PM,"2011-11-17",2.0
"A667383",10.0,11/17/13 11:27 AM,0.0,"8140 Exchange Dr in Austin (TX)","Stray","Normal","Dog","Intact","Male","Pit Bull Mix","White/Tan","true",,"Adoption",11/23/13 3:09 PM,"2013-09-02",0.0
"A667384",10.0,11/17/13 11:27 AM,0.0,"8140 Exchange Dr in Austin (TX)","Stray","Normal","Dog","Intact","Female","Pit Bull Mix","White/Tan","true",,"Adoption",11/21/13 6:23 PM,"2013-09-02",0.0
"A667386",10.0,11/17/13 11:57 AM,0.0,"Speedway And 24Th St in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Chihuahua Shorthair Mix","Blue/White","true",,"Adoption",12/20/13 5:30 PM,"2012-11-17",0.0
"A667387",10.0,11/27/13 11:07 AM,0.0,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","American Staffordshire Terrier Mix","Black/White","true",,"Adoption",12/19/13 2:42 PM,"2013-06-17",0.0
"A667387",10.0,11/27/13 11:07 AM,0.0,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","American Staffordshire Terrier Mix","Black/White","true",,"Adoption",11/26/13 5:25 PM,"2013-06-17",0.0
"A667387",10.0,11/17/13 12:03 PM,0.0,"Fauntleroy Trail in Austin (TX)","Stray","Normal","Dog","Intact","Female","American Staffordshire Terrier Mix","Black/White","true",,"Adoption",12/19/13 2:42 PM,"2013-06-17",0.0
"A667387",10.0,11/17/13 12:03 PM,0.0,"Fauntleroy Trail in Austin (TX)","Stray","Normal","Dog","Intact","Female","American Staffordshire Terrier Mix","Black/White","true",,"Adoption",11/26/13 5:25 PM,"2013-06-17",0.0
"A667388",10.0,11/17/13 12:13 PM,0.0,"9411 Rowlands Sayle Rd in Austin (TX)","Stray","Normal","Cat","Intact","Female","Domestic Longhair Mix","Brown Tabby/White","false","Partner","Transfer",11/23/13 2:26 PM,"2012-11-17",0.0
"A667390",10.0,11/17/13 12:16 PM,0.0,"Grand Ave in Pflugerville (TX)","Stray","Normal","Cat","Intact","Male","Domestic Shorthair Mix","Black","true",,"Adoption",11/23/13 7:04 PM,"2013-09-17",0.0
"A667391",13.0,11/17/13 12:25 PM,3.0,"8212 Sassman in Travis (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull Mix","White","false",,"Return to Owner",11/19/13 12:26 PM,"2010-11-17",3.0
"A667392",10.0,11/17/13 12:25 PM,0.0,"8212 Sassman in Austin (TX)","Stray","Normal","Dog","Intact","Female","Australian Shepherd Mix","Black","true",,"Adoption",12/4/13 6:09 PM,"2012-11-17",0.0
"A667393",10.0,11/17/13 12:55 PM,0.0,"6636 W William Cannon Dr in Austin (TX)","Stray","Normal","Dog","Intact","Male","Chihuahua Shorthair Mix","Yellow","true",,"Adoption",11/26/13 6:43 PM,"2012-11-17",0.0
"A667395",17.0,11/17/13 1:15 PM,7.0,"Pflugerville (TX)","Owner Surrender","Normal","Dog",,,"Dachshund","Brown Merle","false",,"Return to Owner",11/27/13 4:11 PM,"2006-11-17",7.0
"A667396",15.0,11/17/13 1:38 PM,5.0,"Manchaca Rd/Frate Barker Rd in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pomeranian Mix","Black","false",,"Return to Owner",11/17/13 6:53 PM,"2008-11-17",5.0
"A667397",10.0,11/17/13 1:51 PM,0.0,"710 East Ben White Blvd in Austin (TX)","Stray","Normal","Dog","Intact","Female","Chihuahua Shorthair","Tricolor","false","Partner","Transfer",11/22/13 11:32 AM,"2012-11-17",0.0
"A667398",10.0,11/17/13 2:06 PM,0.0,"1071 Clayton Ln in Austin (TX)","Stray","Normal","Cat","Intact","Female","Domestic Shorthair Mix","Tortie","false","SCRP","Transfer",11/21/13 3:37 PM,"2012-05-17",0.0
"A667400",10.0,12/8/13 5:23 PM,0.0,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","Chihuahua Shorthair Mix","White/Black","true",,"Adoption",12/7/13 12:51 PM,"2012-11-17",0.0
"A667400",10.0,12/8/13 5:23 PM,0.0,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","Chihuahua Shorthair Mix","White/Black","true",,"Adoption",12/20/13 2:43 PM,"2012-11-17",0.0
"A667400",10.0,12/8/13 5:23 PM,0.0,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","Chihuahua Shorthair Mix","White/Black","true",,"Adoption",11/29/13 5:39 PM,"2012-11-17",0.0
"A667400",10.0,12/3/13 2:29 PM,0.0,"Austin (TX)","Owner Surrender","Sick","Dog","Neutered","Male","Chihuahua Shorthair Mix","White/Black","true",,"Adoption",12/7/13 12:51 PM,"2012-11-17",0.0
"A667400",10.0,12/3/13 2:29 PM,0.0,"Austin (TX)","Owner Surrender","Sick","Dog","Neutered","Male","Chihuahua Shorthair Mix","White/Black","true",,"Adoption",12/20/13 2:43 PM,"2012-11-17",0.0
"A667400",10.0,12/3/13 2:29 PM,0.0,"Austin (TX)","Owner Surrender","Sick","Dog","Neutered","Male","Chihuahua Shorthair Mix","White/Black","true",,"Adoption",11/29/13 5:39 PM,"2012-11-17",0.0
"A667400",10.0,11/17/13 2:34 PM,0.0,"10700 Newmont in Austin (TX)","Stray","Normal","Dog","Intact","Male","Chihuahua Shorthair Mix","White/Black","true",,"Adoption",12/7/13 12:51 PM,"2012-11-17",0.0
"A667400",10.0,11/17/13 2:34 PM,0.0,"10700 Newmont in Austin (TX)","Stray","Normal","Dog","Intact","Male","Chihuahua Shorthair Mix","White/Black","true",,"Adoption",12/20/13 2:43 PM,"2012-11-17",0.0
"A667400",10.0,11/17/13 2:34 PM,0.0,"10700 Newmont in Austin (TX)","Stray","Normal","Dog","Intact","Male","Chihuahua Shorthair Mix","White/Black","true",,"Adoption",11/29/13 5:39 PM,"2012-11-17",0.0
"A667401",10.0,11/17/13 2:18 PM,0.0,"William Cannon/ S 1St in Austin (TX)","Stray","Normal","Dog","Intact","Female","Chihuahua Shorthair Mix","Tan","false","Partner","Transfer",11/27/13 2:33 PM,"2012-05-17",0.0
"A667402",10.0,11/17/13 2:18 PM,0.0,"William Cannon/ S 1St in Austin (TX)","Stray","Normal","Dog","Intact","Female","Chihuahua Shorthair Mix","Brown/White","true","Offsite","Adoption",1/5/14 5:09 PM,"2013-01-17",0.0
"A667404",13.0,11/17/13 3:30 PM,3.0,"Thistle Hill Way And St Meryn in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Labrador Retriever/German Shepherd","Tricolor","false",,"Return to Owner",11/18/13 6:34 PM,"2010-11-17",3.0
"A667405",16.0,11/17/13 3:46 PM,6.0,"Lunar And Wishing Well in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Beagle Mix","Tricolor","false","Partner","Transfer",11/21/13 4:45 PM,"2006-11-21",7.0
"A667406",10.0,11/17/13 4:10 PM,0.0,"2000 Old Bee Caves Rd in Austin (TX)","Stray","Normal","Cat","Intact","Male","Domestic Shorthair Mix","Blue/White","true",,"Adoption",12/15/13 3:06 PM,"2013-10-02",0.0
"A667407",10.0,11/17/13 4:10 PM,0.0,"2000 Old Bee Caves Rd in Austin (TX)","Stray","Normal","Cat","Intact","Female","Domestic Shorthair Mix","Blue/White","true",,"Adoption",12/15/13 6:52 PM,"2013-10-02",0.0
"A667408",10.0,11/17/13 4:10 PM,0.0,"2000 Old Bee Caves Rd in Austin (TX)","Stray","Normal","Cat","Intact","Male","Domestic Shorthair Mix","Black/White","true",,"Adoption",12/15/13 3:04 PM,"2013-10-02",0.0
"A667409",10.0,11/17/13 4:04 PM,0.0,"4603 Clawson Rd in Austin (TX)","Stray","Normal","Cat","Neutered","Male","Domestic Medium Hair Mix","Black","false","SCRP","Transfer",11/22/13 5:17 PM,"2012-11-17",0.0
"A667409",10.0,11/17/13 4:04 PM,0.0,"4603 Clawson Rd in Austin (TX)","Stray","Normal","Cat","Neutered","Male","Domestic Medium Hair Mix","Black","false",,"Return to Owner",10/4/14 12:22 PM,"2012-11-17",0.0
"A667409",9.0,10/3/14 10:37 AM,0.0,"3200 Tom Green in Austin (TX)","Stray","Normal","Cat","Neutered","Male","Domestic Medium Hair Mix","Black","false","SCRP","Transfer",11/22/13 5:17 PM,"2012-11-17",0.0
"A667409",9.0,10/3/14 10:37 AM,0.0,"3200 Tom Green in Austin (TX)","Stray","Normal","Cat","Neutered","Male","Domestic Medium Hair Mix","Black","false",,"Return to Owner",10/4/14 12:22 PM,"2012-11-17",0.0
"A667410",10.0,11/17/13 4:22 PM,0.0,"Dee Gabriel Collins Rd/Hwy 183 in Austin (TX)","Stray","Normal","Dog","Intact","Female","Catahoula/Pit Bull","Tricolor/Blue","false","Suffering","Euthanasia",11/23/13 4:21 PM,"2012-11-17",0.0
"A667411",10.0,12/2/13 11:17 AM,0.0,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","Australian Kelpie Mix","Black/Tan","true",,"Adoption",12/22/13 1:53 PM,"2012-11-17",0.0
"A667411",10.0,12/2/13 11:17 AM,0.0,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","Australian Kelpie Mix","Black/Tan","true",,"Adoption",11/30/13 1:50 PM,"2012-11-17",0.0
"A667411",10.0,11/17/13 4:22 PM,0.0,"Dee Gabriel Collins Rd/Hwy 183 in Austin (TX)","Stray","Normal","Dog","Intact","Male","Australian Kelpie Mix","Black/Tan","true",,"Adoption",12/22/13 1:53 PM,"2012-11-17",0.0
"A667411",10.0,11/17/13 4:22 PM,0.0,"Dee Gabriel Collins Rd/Hwy 183 in Austin (TX)","Stray","Normal","Dog","Intact","Male","Australian Kelpie Mix","Black/Tan","true",,"Adoption",11/30/13 1:50 PM,"2012-11-17",0.0
"A667412",10.0,11/17/13 4:51 PM,0.0,"Parker Ln/Carlson Dr in Austin (TX)","Stray","Normal","Dog","Intact","Female","Pit Bull Mix","White/Brown Brindle","false","Partner","Transfer",11/30/13 11:57 AM,"2012-11-17",0.0
"A667413",10.0,11/17/13 5:06 PM,0.0,"Austin (TX)","Owner Surrender","Normal","Cat","Intact","Female","Domestic Medium Hair Mix","Calico","true",,"Adoption",11/22/13 7:05 PM,"2013-05-17",0.0
"A667414",10.0,11/17/13 5:06 PM,0.0,"Austin (TX)","Owner Surrender","Normal","Cat","Intact","Male","Domestic Shorthair Mix","Silver Tabby/White","true",,"Adoption",11/24/13 2:09 PM,"2013-05-17",0.0
"A667415",15.0,11/17/13 5:03 PM,5.0,"2203 Singletree Ave in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Maltese/Miniature Poodle","White","false",,"Return to Owner",11/19/13 2:28 PM,"2008-11-18",5.0
"A667416",10.0,11/17/13 5:21 PM,0.0,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Pit Bull Mix","White/Tan","true",,"Adoption",12/31/14 5:10 PM,"2012-07-05",2.0
"A667416",10.0,11/17/13 5:21 PM,0.0,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Pit Bull Mix","White/Tan","false","Foster","Adoption",1/20/15 10:03 AM,"2012-07-05",2.0
"A667416",10.0,1/2/15 1:14 PM,2.0,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Pit Bull Mix","White/Tan","true",,"Adoption",12/31/14 5:10 PM,"2012-07-05",2.0
"A667416",10.0,1/2/15 1:14 PM,2.0,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Pit Bull Mix","White/Tan","false","Foster","Adoption",1/20/15 10:03 AM,"2012-07-05",2.0
