"animal_id","current_age","datetime","age_upon_intake_1","found_location","intake_type","intake_condition","animal_type","neutered","sex","breed","color","adopted","outcome_subtype","outcome_type","datetime_left","date_of_birth","age_upon_outcome_1"
"A648331",9.0,1/29/14 11:02 AM,0.0,"5608 Cougar Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Dachshund Mix","Tan/White","false",,"Return to Owner",1/17/15 6:06 PM,"2012-12-25",2.0
"A648331",10.0,1/17/15 1:47 PM,2.0,"Marble Redge Dr And Marble Crest in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Dachshund Mix","Tan/White","false",,"Return to Owner",1/30/14 5:39 PM,"2012-12-25",0.0
"A648331",10.0,1/17/15 1:47 PM,2.0,"Marble Redge Dr And Marble Crest in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Dachshund Mix","Tan/White","false",,"Return to Owner",1/17/15 6:06 PM,"2012-12-25",2.0
"A648360",15.0,2/26/16 5:49 PM,8.0,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Yorkshire Terrier Mix","Sable","true",,"Adoption",2/27/16 1:16 PM,"2008-02-26",8.0
"A648493",12.0,11/5/15 10:45 AM,4.0,"2900 E Sh 71 Wb in Austin (TX)","Public Assist","Normal","Dog","Neutered","Male","Pit Bull Mix","White/Brown","false",,"Return to Owner",11/9/15 5:00 PM,"2011-02-27",4.0
"A648550",10.0,2/9/16 2:27 PM,3.0,"606 Kenniston Dr in Austin (TX)","Stray","Normal","Dog","Intact","Male","American Bulldog Mix","Tan/White","false",,"Return to Owner",2/13/16 5:59 PM,"2012-12-13",3.0
"A648573",16.0,2/24/16 5:07 PM,9.0,"6430 S Ih 35 in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Rat Terrier Mix","Black/White","false","Partner","Transfer",3/20/16 4:11 PM,"2006-03-04",10.0
"A648595",11.0,10/30/15 10:30 PM,3.0,"Lady Bug And Pleasant Valley in Austin (TX)","Public Assist","Normal","Dog","Neutered","Female","Dachshund Wirehair Mix","Tricolor","false",,"Return to Owner",11/1/15 12:03 PM,"2012-07-01",3.0
"A648607",10.0,11/26/13 1:20 PM,0.0,"4200 S Ih 35 in Austin (TX)","Stray","Normal","Cat","Neutered","Male","Domestic Shorthair Mix","Chocolate/White","false","SCRP","Transfer",11/30/13 6:08 PM,"2012-05-01",0.0
"A648630",10.0,1/6/16 3:54 PM,3.0,"8909 Grelle Ln in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Catahoula Mix","White/Tan","true",,"Adoption",1/18/16 3:50 PM,"2012-12-17",3.0
"A648634",12.0,10/17/14 3:07 PM,3.0,"Hays (TX)","Owner Surrender","Normal","Cat","Neutered","Female","Domestic Shorthair Mix","Tortie/White","true",,"Adoption",10/22/14 4:48 PM,"2011-03-01",3.0
"A648672",12.0,8/19/15 5:15 PM,4.0,"34 Robert T Martinez Jr St in Austin (TX)","Stray","Normal","Dog","Neutered","Male","German Shepherd Mix","Black/Tan","false",,"Return to Owner",8/20/15 12:12 PM,"2011-03-02",4.0
"A648685",12.0,4/2/14 11:06 AM,3.0,"7651 Delwau Ln in Austin (TX)","Stray","Normal","Dog","Intact","Male","Pit Bull Mix","Brown Brindle/White","false",,"Return to Owner",4/4/14 12:37 PM,"2011-03-03",3.0
"A648685",12.0,4/2/14 11:06 AM,3.0,"7651 Delwau Ln in Austin (TX)","Stray","Normal","Dog","Intact","Male","Pit Bull Mix","Brown Brindle/White","false",,"Return to Owner",2/14/17 6:22 PM,"2011-03-03",5.0
"A648685",12.0,4/2/14 11:06 AM,3.0,"7651 Delwau Ln in Austin (TX)","Stray","Normal","Dog","Intact","Male","Pit Bull Mix","Brown Brindle/White","false",,"Return to Owner",9/20/15 5:06 PM,"2011-03-03",4.0
"A648685",12.0,4/2/14 11:06 AM,3.0,"7651 Delwau Ln in Austin (TX)","Stray","Normal","Dog","Intact","Male","Pit Bull Mix","Brown Brindle/White","false",,"Return to Owner",9/24/14 11:22 AM,"2011-03-03",3.0
"A648685",12.0,9/20/15 1:20 PM,4.0,"Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull Mix","Brown Brindle/White","false",,"Return to Owner",4/4/14 12:37 PM,"2011-03-03",3.0
"A648685",12.0,9/20/15 1:20 PM,4.0,"Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull Mix","Brown Brindle/White","false",,"Return to Owner",2/14/17 6:22 PM,"2011-03-03",5.0
"A648685",12.0,9/20/15 1:20 PM,4.0,"Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull Mix","Brown Brindle/White","false",,"Return to Owner",9/20/15 5:06 PM,"2011-03-03",4.0
"A648685",12.0,9/20/15 1:20 PM,4.0,"Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull Mix","Brown Brindle/White","false",,"Return to Owner",9/24/14 11:22 AM,"2011-03-03",3.0
"A648685",11.0,2/14/17 5:48 PM,5.0,"835 Wagon Trail in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull Mix","Brown Brindle/White","false",,"Return to Owner",4/4/14 12:37 PM,"2011-03-03",3.0
"A648685",11.0,2/14/17 5:48 PM,5.0,"835 Wagon Trail in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull Mix","Brown Brindle/White","false",,"Return to Owner",2/14/17 6:22 PM,"2011-03-03",5.0
"A648685",11.0,2/14/17 5:48 PM,5.0,"835 Wagon Trail in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull Mix","Brown Brindle/White","false",,"Return to Owner",9/20/15 5:06 PM,"2011-03-03",4.0
"A648685",11.0,2/14/17 5:48 PM,5.0,"835 Wagon Trail in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull Mix","Brown Brindle/White","false",,"Return to Owner",9/24/14 11:22 AM,"2011-03-03",3.0
"A648685",12.0,9/21/14 10:23 AM,3.0,"1118 Shady Lane in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull Mix","Brown Brindle/White","false",,"Return to Owner",4/4/14 12:37 PM,"2011-03-03",3.0
"A648685",12.0,9/21/14 10:23 AM,3.0,"1118 Shady Lane in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull Mix","Brown Brindle/White","false",,"Return to Owner",2/14/17 6:22 PM,"2011-03-03",5.0
"A648685",12.0,9/21/14 10:23 AM,3.0,"1118 Shady Lane in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull Mix","Brown Brindle/White","false",,"Return to Owner",9/20/15 5:06 PM,"2011-03-03",4.0
"A648685",12.0,9/21/14 10:23 AM,3.0,"1118 Shady Lane in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull Mix","Brown Brindle/White","false",,"Return to Owner",9/24/14 11:22 AM,"2011-03-03",3.0
"A648687",9.0,7/9/14 5:34 PM,0.0,"Austin (TX)","Public Assist","Normal","Dog","Neutered","Female","German Shepherd Mix","Black/Tan","false",,"Return to Owner",7/11/14 5:41 PM,"2012-11-09",0.0
"A648732",10.0,8/15/16 5:28 PM,3.0,"1800 E Stassney Ln in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Chihuahua Shorthair Mix","Black/Brown Brindle","false","Partner","Transfer",8/23/16 12:00 AM,"2012-10-04",3.0
"A648738",9.0,2/25/14 11:01 AM,0.0,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","Labrador Retriever/Australian Cattle Dog","Brown/White","false","Partner","Transfer",4/5/14 3:43 PM,"2012-12-20",0.0
"A648738",9.0,2/25/14 11:01 AM,0.0,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","Labrador Retriever/Australian Cattle Dog","Brown/White","true",,"Adoption",3/2/14 1:36 PM,"2012-12-20",0.0
"A648738",9.0,3/16/14 10:49 AM,0.0,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","Labrador Retriever/Australian Cattle Dog","Brown/White","false","Partner","Transfer",4/5/14 3:43 PM,"2012-12-20",0.0
"A648738",9.0,3/16/14 10:49 AM,0.0,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","Labrador Retriever/Australian Cattle Dog","Brown/White","true",,"Adoption",3/2/14 1:36 PM,"2012-12-20",0.0
"A648742",13.0,5/11/14 11:55 PM,4.0,"5203 S. Pleasant Valley in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull Mix","Blue/White","false","Partner","Transfer",11/23/14 12:41 PM,"2010-03-04",4.0
"A648744",10.0,10/1/13 11:15 AM,0.0,"Fm 1626/Manchaca Rd in Travis (TX)","Stray","Normal","Dog","Neutered","Female","Anatol Shepherd Mix","White/Tricolor","false",,"Return to Owner",10/1/13 12:27 PM,"2012-03-04",0.0
"A648769",13.0,11/15/16 11:06 AM,6.0,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Pit Bull Mix","Red/White","true",,"Adoption",11/25/16 6:41 PM,"2010-04-16",6.0
"A648769",13.0,11/15/16 11:06 AM,6.0,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Pit Bull Mix","Red/White","true",,"Adoption",6/6/16 11:56 AM,"2010-04-16",6.0
"A648769",13.0,5/28/16 7:59 AM,6.0,"Austin (TX)","Stray","Normal","Dog","Neutered","Female","Pit Bull Mix","Red/White","true",,"Adoption",11/25/16 6:41 PM,"2010-04-16",6.0
"A648769",13.0,5/28/16 7:59 AM,6.0,"Austin (TX)","Stray","Normal","Dog","Neutered","Female","Pit Bull Mix","Red/White","true",,"Adoption",6/6/16 11:56 AM,"2010-04-16",6.0
"A648770",11.0,6/14/14 6:41 PM,2.0,"1002 Fiesta St in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Pit Bull Mix","Black/White","false",,"Return to Owner",6/17/14 2:24 PM,"2011-09-04",2.0
"A648775",9.0,11/19/14 5:02 PM,0.0,"Grover Ave And Pasadena Dr in Austin (TX)","Stray","Normal","Cat","Neutered","Female","Domestic Shorthair Mix","Calico","false","Partner","Transfer",11/25/14 2:02 PM,"2013-01-20",0.0
"A648872",11.0,3/3/14 6:06 PM,2.0,"1912 Conestoga in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Bullmastiff Mix","Black/White","false",,"Return to Owner",2/8/14 12:48 PM,"2011-09-01",2.0
"A648872",11.0,3/3/14 6:06 PM,2.0,"1912 Conestoga in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Bullmastiff Mix","Black/White","true",,"Adoption",5/5/14 5:36 PM,"2011-09-01",2.0
"A648872",11.0,2/8/14 10:10 AM,2.0,"4400 Freidrich in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Bullmastiff Mix","Black/White","false",,"Return to Owner",2/8/14 12:48 PM,"2011-09-01",2.0
"A648872",11.0,2/8/14 10:10 AM,2.0,"4400 Freidrich in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Bullmastiff Mix","Black/White","true",,"Adoption",5/5/14 5:36 PM,"2011-09-01",2.0
"A648915",14.0,1/15/14 3:24 PM,5.0,"2201 Patsy Pkwy in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Chihuahua Shorthair Mix","Black/Tan","false",,"Return to Owner",1/16/14 4:49 PM,"2008-03-07",5.0
"A648919",12.0,11/20/16 4:42 PM,5.0,"Howard Ln in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Rat Terrier/Chihuahua Shorthair","White/Black","false",,"Return to Owner",12/27/16 7:14 PM,"2011-09-07",5.0
"A648919",12.0,11/20/16 4:42 PM,5.0,"Howard Ln in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Rat Terrier/Chihuahua Shorthair","White/Black","false",,"Return to Owner",11/21/16 12:59 PM,"2011-09-07",5.0
"A648919",12.0,12/23/16 2:45 PM,5.0,"13700 Spring Heath Rd in Pflugerville (TX)","Stray","Normal","Dog","Neutered","Female","Rat Terrier/Chihuahua Shorthair","White/Black","false",,"Return to Owner",12/27/16 7:14 PM,"2011-09-07",5.0
"A648919",12.0,12/23/16 2:45 PM,5.0,"13700 Spring Heath Rd in Pflugerville (TX)","Stray","Normal","Dog","Neutered","Female","Rat Terrier/Chihuahua Shorthair","White/Black","false",,"Return to Owner",11/21/16 12:59 PM,"2011-09-07",5.0
"A648948",14.0,6/2/14 1:26 PM,5.0,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Pit Bull Mix","White/Tan","false",,"Return to Owner",7/4/14 5:22 PM,"2009-03-07",5.0
"A649025",12.0,3/17/14 4:40 PM,3.0,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Labrador Retriever Mix","Black/White","true",,"Adoption",4/26/14 7:04 PM,"2010-09-08",3.0
"A649025",12.0,3/17/14 4:40 PM,3.0,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Labrador Retriever Mix","Black/White","true",,"Adoption",11/17/13 6:03 PM,"2010-09-08",3.0
"A649033",10.0,10/19/13 10:30 AM,0.0,"Bolm Rd And Airport Blvd in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Boxer Mix","Black Brindle/White","true",,"Adoption",11/8/13 7:09 PM,"2012-03-08",0.0
"A649059",9.0,2/15/14 3:29 PM,0.0,"10505 Ih 35 in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Pit Bull Mix","Black/White","false",,"Return to Owner",2/20/14 3:44 PM,"2012-03-09",0.0
"A649065",11.0,3/29/14 1:17 PM,2.0,"Sunday Silence Dr in Del Valle (TX)","Stray","Normal","Dog","Intact","Female","Australian Cattle Dog Mix","Brown/White","true",,"Adoption",4/7/14 4:08 PM,"2011-09-09",2.0
"A649141",12.0,10/25/15 3:26 PM,4.0,"6607 Ih 35 S in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull Mix","White/Tan","false",,"Return to Owner",10/25/15 7:35 PM,"2011-03-10",4.0
"A649149",12.0,7/25/15 12:44 PM,4.0,"1601 Ih35 N in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Shiba Inu Mix","Red","false",,"Return to Owner",7/26/15 2:15 PM,"2011-03-10",4.0
"A649241",10.0,11/20/13 5:29 PM,0.0,"Fence Row And Brooks in Austin (TX)","Stray","Normal","Dog","Neutered","Male","West Highland Mix","White","false",,"Return to Owner",11/21/13 3:03 PM,"2012-03-12",0.0
"A649255",18.0,2/24/14 5:01 PM,9.0,"S Congress And Milton in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Boxer Mix","Brown Brindle","false",,"Return to Owner",2/24/14 6:28 PM,"2004-06-24",9.0
"A649271",11.0,3/27/15 12:48 PM,3.0,"701 Woodward Street in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Chihuahua Shorthair Mix","Black/Brown","true",,"Adoption",4/5/15 4:04 PM,"2012-03-12",3.0
"A649300",15.0,4/10/15 3:05 PM,7.0,"10248 Old Lockhart Rd in Austin (TX)","Stray","Injured","Dog","Neutered","Female","Staffordshire Mix","Blue/White","true",,"Adoption",5/30/15 1:18 PM,"2008-03-13",7.0
"A649333",14.0,4/15/14 12:02 PM,5.0,"Alf And Springdale Rd in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull Mix","Fawn/White","false",,"Return to Owner",4/15/14 2:08 PM,"2009-03-14",5.0
"A649365",12.0,11/21/16 1:34 PM,5.0,"1100 Shady Ln in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull Mix","Black/White","false","Foster","Adoption",5/4/14 4:46 PM,"2011-09-14",2.0
"A649365",12.0,11/21/16 1:34 PM,5.0,"1100 Shady Ln in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Pit Bull Mix","Black/White","false",,"Return to Owner",11/21/16 2:43 PM,"2011-09-14",5.0
"A649375",12.0,2/13/16 2:02 PM,5.0,"4800 S Ih 35 in Austin (TX)","Stray","Normal","Dog","Intact","Male","English Bulldog Mix","Brown Brindle/White","false",,"Return to Owner",2/16/16 3:51 PM,"2010-03-15",5.0
"A649442",15.0,7/5/14 1:44 PM,6.0,"4900 Lexington Meadow Ln in Del Valle (TX)","Stray","Normal","Dog","Neutered","Female","Pomeranian Mix","Red","false",,"Return to Owner",7/6/14 1:26 PM,"2008-07-05",6.0
"A649445",13.0,5/27/15 5:42 PM,5.0,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","Pit Bull Mix","Blue","false","Rabies Risk","Euthanasia",5/28/15 8:04 AM,"2010-03-16",5.0
"A649481",11.0,7/17/15 12:08 PM,3.0,"Austin (TX)","Public Assist","Normal","Dog","Neutered","Male","Catahoula Mix","Brown Brindle/White","true",,"Adoption",11/18/13 6:54 PM,"2012-05-16",0.0
"A649481",11.0,7/17/15 12:08 PM,3.0,"Austin (TX)","Public Assist","Normal","Dog","Neutered","Male","Catahoula Mix","Brown Brindle/White","false",,"Return to Owner",7/27/15 11:27 AM,"2012-05-16",3.0
"A649490",10.0,1/15/17 2:25 PM,4.0,"4313 S 1St St in Austin (TX)","Stray","Injured","Cat","Neutered","Female","Domestic Shorthair Mix","Brown Tabby","false","Suffering","Euthanasia",1/19/17 9:47 AM,"2013-01-16",4.0
"A649522",10.0,2/7/15 12:54 AM,2.0,"14401 Harris Ridge Blvd in Travis (TX)","Stray","Normal","Dog","Intact","Male","Unknown Mix","Brown","false",,"Return to Owner",2/7/15 11:17 AM,"2012-12-08",2.0
"A649589",12.0,4/5/16 10:06 AM,5.0,"21 Waller #1103 in Austin (TX)","Public Assist","Normal","Cat","Neutered","Female","Domestic Shorthair Mix","White","false",,"Return to Owner",4/10/16 11:27 AM,"2011-03-17",5.0
"A649629",10.0,12/20/16 10:28 AM,3.0,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Australian Cattle Dog Mix","Brown/Tricolor","true",,"Adoption",1/2/17 11:59 AM,"2013-02-03",3.0
"A649629",10.0,12/20/16 10:28 AM,3.0,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Australian Cattle Dog Mix","Brown/Tricolor","true",,"Adoption",8/30/16 2:25 AM,"2013-02-03",3.0
"A649629",10.0,6/18/16 11:11 AM,3.0,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Australian Cattle Dog Mix","Brown/Tricolor","true",,"Adoption",1/2/17 11:59 AM,"2013-02-03",3.0
"A649629",10.0,6/18/16 11:11 AM,3.0,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Australian Cattle Dog Mix","Brown/Tricolor","true",,"Adoption",8/30/16 2:25 AM,"2013-02-03",3.0
"A649662",10.0,4/17/16 1:58 PM,3.0,"5103 Bundyhill Cir in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Jack Russell Terrier/Australian Cattle Dog","White/Brown Brindle","false",,"Return to Owner",4/17/16 4:37 PM,"2012-11-26",3.0
"A649667",9.0,2/27/14 2:34 PM,0.0,"Travis (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Labrador Retriever Mix","Tan","false","Partner","Transfer",3/17/14 5:41 PM,"2012-04-15",0.0
"A649718",11.0,10/12/15 1:12 PM,3.0,"7103 Circle S Rd in Austin (TX)","Stray","Normal","Dog","Intact","Male","Boxer","Black/White","false",,"Return to Owner",10/16/15 2:55 PM,"2012-01-19",3.0
"A649773",10.0,3/30/15 6:21 PM,2.0,"1801 East 51St Street in Austin (TX)","Stray","Normal","Cat","Neutered","Male","Domestic Shorthair Mix","Brown Tabby/White","false",,"Return to Owner",4/8/15 11:21 AM,"2012-07-20",2.0
"A649776",9.0,3/4/14 1:26 PM,0.0,"Austin (TX)","Owner Surrender","Normal","Dog","Neutered","Male","Dachshund Longhair Mix","Blue Merle","false","Partner","Transfer",3/8/14 11:17 AM,"2013-01-05",0.0
"A649782",14.0,2/25/15 10:48 AM,6.0,"3200 Mc Call Ln in Austin (TX)","Stray","Normal","Dog","Intact","Male","Pit Bull Mix","Blue/White","false","Foster","Adoption",8/15/15 8:38 AM,"2008-09-16",6.0
"A649795",15.0,8/1/14 11:40 AM,6.0,"Liberty Hill And Mopac in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Catahoula Mix","Blue Merle","false",,"Return to Owner",8/4/14 4:49 PM,"2008-03-20",6.0
"A649795",15.0,8/1/14 11:40 AM,6.0,"Liberty Hill And Mopac in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Catahoula Mix","Blue Merle","false",,"Return to Owner",6/28/15 7:21 PM,"2008-03-20",7.0
"A649795",15.0,8/1/14 11:40 AM,6.0,"Liberty Hill And Mopac in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Catahoula Mix","Blue Merle","false",,"Return to Owner",5/28/15 3:00 PM,"2008-03-20",7.0
"A649795",15.0,5/25/15 4:50 PM,7.0,"Montebello Rd And Liberty Park Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Catahoula Mix","Blue Merle","false",,"Return to Owner",8/4/14 4:49 PM,"2008-03-20",6.0
"A649795",15.0,5/25/15 4:50 PM,7.0,"Montebello Rd And Liberty Park Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Catahoula Mix","Blue Merle","false",,"Return to Owner",6/28/15 7:21 PM,"2008-03-20",7.0
"A649795",15.0,5/25/15 4:50 PM,7.0,"Montebello Rd And Liberty Park Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Catahoula Mix","Blue Merle","false",,"Return to Owner",5/28/15 3:00 PM,"2008-03-20",7.0
"A649795",15.0,6/28/15 4:59 PM,7.0,"Regents Park And Thousand Oaks Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Catahoula Mix","Blue Merle","false",,"Return to Owner",8/4/14 4:49 PM,"2008-03-20",6.0
"A649795",15.0,6/28/15 4:59 PM,7.0,"Regents Park And Thousand Oaks Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Catahoula Mix","Blue Merle","false",,"Return to Owner",6/28/15 7:21 PM,"2008-03-20",7.0
"A649795",15.0,6/28/15 4:59 PM,7.0,"Regents Park And Thousand Oaks Dr in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Catahoula Mix","Blue Merle","false",,"Return to Owner",5/28/15 3:00 PM,"2008-03-20",7.0
"A649802",10.0,10/11/15 11:28 PM,2.0,"15230 Fm 973 in Travis (TX)","Stray","Normal","Dog","Intact","Male","Rottweiler","Black/Tan","false",,"Return to Owner",10/12/15 6:59 PM,"2012-12-20",2.0
"A649865",9.0,1/29/14 6:39 PM,0.0,"Pleasant Valley And Stassney in Austin (TX)","Stray","Normal","Dog","Neutered","Male","Chihuahua Shorthair Mix","Tan","false",,"Return to Owner",1/30/14 3:28 PM,"2013-01-21",0.0
"A649875",12.0,5/13/16 5:24 PM,5.0,"3421 W William Cannon in Austin (TX)","Stray","Normal","Dog","Neutered","Female","Australian Cattle Dog Mix","Brown Merle","true",,"Adoption",5/20/16 2:36 PM,"2010-09-22",5.0
"A649916",11.0,4/30/14 1:03 PM,2.0,"12140 Loma Vista in Del Valle (TX)","Owner Surrender","Normal","Dog","Neutered","Female","Pit Bull Mix","Brown Brindle/White","false",,"Return to Owner",5/5/14 5:48 PM,"2012-03-22",2.0
"A649920",11.0,2/25/14 3:29 PM,2.0,"Cuernava in Austin (TX)","Stray","Normal","Dog","Neutered","Male","German Shepherd","Brown","true",,"Adoption",4/4/14 1:08 PM,"2011-09-01",2.0
"A649920",11.0,2/25/14 3:29 PM,2.0,"Cuernava in Austin (TX)","Stray","Normal","Dog","Neutered","Male","German Shepherd","Brown","true",,"Adoption",3/20/14 3:36 PM,"2011-09-01",2.0
"A649920",11.0,3/22/14 2:43 PM,2.0,"Williamson (TX)","Owner Surrender","Normal","Dog","Neutered","Male","German Shepherd","Brown","true",,"Adoption",4/4/14 1:08 PM,"2011-09-01",2.0
"A649920",11.0,3/22/14 2:43 PM,2.0,"Williamson (TX)","Owner Surrender","Normal","Dog","Neutered","Male","German Shepherd","Brown","true",,"Adoption",3/20/14 3:36 PM,"2011-09-01",2.0
"A649946",16.0,7/27/16 12:51 PM,9.0,"1009 W Dittmar Rd in Austin (TX)","Stray","Normal","Dog","Neutered","Male","German Shepherd Mix","Black/Tan","false",,"Return to Owner",7/27/16 5:25 PM,"2007-03-22",9.0
"A649946",16.0,7/27/16 12:51 PM,9.0,"1009 W Dittmar Rd in Austin (TX)","Stray","Normal","Dog","Neutered","Male","German Shepherd Mix","Black/Tan","false",,"Return to Owner",6/30/15 5:53 PM,"2007-03-22",8.0
"A649946",16.0,7/27/16 12:51 PM,9.0,"1009 W Dittmar Rd in Austin (TX)","Stray","Normal","Dog","Neutered","Male","German Shepherd Mix","Black/Tan","false",,"Return to Owner",7/30/15 3:27 PM,"2007-03-22",8.0
